Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Mulching_Used,Region
7.82,53.35,0.4,0.97,30.0,78.09,2079.69,9.83,2.84,6.54,19.41,Silt,Rice,Sowing,Kharif,Rainfed,Groundwater,Yes,North
7.49,39.4,1.37,3.32,12.32,61.98,1211.03,10.24,10.24,5.52,66.65,Loamy,Sugarcane,Harvest,Rabi,Drip,River,Yes,West
6.74,16.37,0.71,2.05,30.46,56.59,127.49,7.78,13.3,3.9,7.42,Silt,Cotton,Vegetative,Kharif,Rainfed,River,Yes,West
6.51,8.46,0.83,1.98,32.91,61.07,88.42,5.21,11.15,1.18,90.6,Sandy,Cotton,Vegetative,Zaid,Drip,River,Yes,West
7.64,53.06,0.73,1.22,21.98,92.71,592.02,5.42,3.52,6.49,48.39,Clay,Rice,Flowering,Kharif,Drip,River,Yes,West
6.18,11.2,0.98,3.4,34.13,70.28,2389.53,8.4,19.4,1.13,43.17,Sandy,Maize,Flowering,Kharif,Canal,Reservoir,No,Central
7.89,14.71,1.08,1.23,33.89,66.77,1769.61,10.93,2.05,7.11,97.64,Sandy,Potato,Vegetative,Kharif,Sprinkler,River,No,North
6.92,63.89,0.75,2.82,27.48,43.15,759.04,4.09,16.16,5.45,36.75,Loamy,Maize,Flowering,Kharif,Rainfed,Rainwater,Yes,South
8.06,23.84,1.25,1.62,33.01,91.25,1034.38,5.7,13.19,8.72,53.43,Loamy,Rice,Harvest,Kharif,Drip,River,Yes,West
5.84,63.42,0.95,0.46,21.91,65.33,1780.28,5.81,7.42,0.8,84.96,Loamy,Potato,Vegetative,Kharif,Rainfed,River,Yes,East
5.05,35.45,0.42,1.0,33.78,67.61,1954.98,5.73,6.93,12.89,64.68,Silt,Rice,Harvest,Zaid,Rainfed,River,Yes,Central
7.39,45.13,1.18,1.12,28.98,64.7,1759.99,8.78,3.27,11.36,99.76,Loamy,Potato,Vegetative,Zaid,Sprinkler,River,No,South
6.01,12.33,1.14,1.99,32.73,63.87,2321.75,7.11,9.1,12.57,113.69,Silt,Wheat,Harvest,Kharif,Rainfed,Reservoir,No,East
5.92,49.9,0.94,2.78,39.63,82.08,1575.61,8.19,0.54,3.51,61.89,Loamy,Sugarcane,Sowing,Rabi,Drip,River,No,West
6.85,62.59,0.76,0.71,19.69,31.63,1506.94,7.25,4.79,2.92,101.91,Sandy,Potato,Sowing,Zaid,Drip,Rainwater,Yes,Central
6.57,36.19,0.68,3.16,15.59,58.41,1624.9,8.95,5.62,6.01,60.24,Sandy,Sugarcane,Vegetative,Zaid,Canal,Rainwater,Yes,West
5.26,12.16,0.42,2.34,30.81,81.08,2135.99,5.45,15.71,13.85,30.74,Loamy,Wheat,Flowering,Kharif,Sprinkler,Rainwater,No,South
5.95,9.39,1.38,2.57,37.34,39.55,2104.65,8.1,12.71,0.91,104.52,Sandy,Maize,Sowing,Kharif,Sprinkler,Reservoir,Yes,East
6.44,19.01,1.28,1.24,37.97,25.15,167.54,5.43,17.22,3.54,6.23,Loamy,Potato,Sowing,Rabi,Rainfed,Rainwater,No,Central
7.71,41.12,1.49,1.71,14.12,35.44,1640.47,6.67,5.64,12.71,114.17,Clay,Rice,Harvest,Zaid,Rainfed,River,No,Central
7.41,18.49,0.71,0.59,27.23,87.72,1551.71,9.67,18.7,5.0,118.59,Loamy,Wheat,Sowing,Kharif,Canal,Groundwater,Yes,South
6.94,27.66,1.28,1.74,14.02,44.75,1730.35,4.54,16.26,0.34,51.46,Clay,Cotton,Harvest,Rabi,Sprinkler,Rainwater,Yes,North
7.86,50.51,1.25,1.74,40.83,74.48,1808.68,7.91,13.64,13.44,92.08,Loamy,Rice,Sowing,Zaid,Drip,Rainwater,Yes,North
7.76,58.73,0.42,2.34,25.46,30.48,851.07,9.66,10.92,3.16,20.93,Silt,Maize,Vegetative,Zaid,Sprinkler,Groundwater,No,West
7.25,30.2,0.97,2.4,25.83,72.85,695.18,10.94,19.14,2.72,87.16,Clay,Rice,Harvest,Kharif,Rainfed,Rainwater,Yes,Central
5.57,9.08,1.44,0.27,21.21,52.41,779.72,8.73,17.96,10.84,84.01,Sandy,Cotton,Flowering,Kharif,Sprinkler,Rainwater,No,South
6.42,48.72,0.34,1.24,19.39,38.33,913.95,8.44,13.39,2.54,106.24,Clay,Sugarcane,Sowing,Zaid,Canal,Reservoir,No,South
7.02,39.82,0.4,2.82,28.69,62.2,982.41,6.42,17.78,1.04,11.99,Sandy,Cotton,Vegetative,Zaid,Drip,Rainwater,No,Central
6.72,49.37,0.7,0.49,40.42,70.2,504.62,10.31,3.38,7.78,36.0,Loamy,Sugarcane,Harvest,Rabi,Canal,Groundwater,No,East
6.44,40.05,0.47,2.06,34.89,59.59,703.65,9.99,19.63,3.99,89.88,Sandy,Maize,Vegetative,Rabi,Sprinkler,Reservoir,Yes,North
7.1,64.84,1.16,1.49,16.83,77.11,2233.76,8.67,1.3,4.21,49.6,Sandy,Wheat,Harvest,Zaid,Drip,Reservoir,Yes,Central
6.16,32.62,1.22,0.34,24.11,56.25,635.45,8.74,18.36,10.65,35.33,Clay,Sugarcane,Flowering,Zaid,Drip,Rainwater,Yes,West
7.25,12.26,1.11,1.01,41.5,30.56,1361.26,7.34,18.89,7.86,37.18,Clay,Rice,Vegetative,Zaid,Drip,River,No,West
6.28,25.9,1.38,2.2,21.31,72.48,954.28,10.62,17.09,7.45,73.09,Clay,Wheat,Vegetative,Zaid,Drip,Rainwater,No,East
5.39,21.67,1.34,0.12,37.94,77.53,1527.82,7.54,19.12,10.78,74.14,Sandy,Rice,Harvest,Zaid,Drip,Groundwater,No,South
6.63,57.47,1.09,2.79,22.39,37.18,1641.61,10.7,10.5,1.04,85.89,Loamy,Rice,Vegetative,Rabi,Sprinkler,Rainwater,Yes,East
5.14,27.49,0.98,1.89,15.85,92.51,1724.76,6.86,6.25,2.85,17.38,Silt,Sugarcane,Flowering,Rabi,Rainfed,Groundwater,Yes,West
7.87,48.45,0.57,2.0,28.65,45.85,1383.87,6.43,8.33,12.27,89.16,Clay,Cotton,Harvest,Rabi,Rainfed,Reservoir,Yes,East
6.62,52.16,1.13,1.18,22.37,70.14,956.4,5.93,18.37,7.71,34.24,Sandy,Cotton,Sowing,Zaid,Sprinkler,Reservoir,Yes,North
5.72,27.36,1.39,1.35,26.99,64.69,1711.42,9.95,13.04,10.45,114.55,Clay,Potato,Harvest,Zaid,Canal,Rainwater,Yes,Central
6.5,62.31,0.66,1.73,33.19,85.48,2111.75,6.69,8.9,14.38,106.03,Loamy,Potato,Flowering,Kharif,Drip,Reservoir,No,South
6.93,11.72,0.34,3.28,32.35,79.45,1801.03,8.32,2.09,9.03,90.06,Clay,Potato,Vegetative,Zaid,Drip,River,Yes,Central
7.12,24.08,0.72,1.67,17.45,54.83,1671.17,6.17,10.81,9.68,13.94,Loamy,Sugarcane,Vegetative,Zaid,Rainfed,Rainwater,No,West
5.48,40.7,1.32,0.12,41.58,52.02,1255.45,6.63,13.91,6.18,46.07,Clay,Cotton,Sowing,Kharif,Sprinkler,River,Yes,Central
6.05,42.79,0.45,2.0,16.3,46.31,1560.76,10.33,19.99,13.85,80.13,Silt,Rice,Harvest,Kharif,Sprinkler,Rainwater,Yes,South
7.99,18.55,1.18,2.77,37.94,56.43,7.88,10.89,13.9,2.86,56.0,Sandy,Rice,Vegetative,Kharif,Rainfed,Rainwater,No,South
5.66,45.84,1.01,2.05,30.95,76.94,481.84,9.7,8.05,11.46,14.42,Silt,Cotton,Harvest,Zaid,Drip,River,No,Central
5.84,22.84,0.84,3.01,33.48,56.37,775.19,6.17,10.46,8.25,105.45,Sandy,Rice,Vegetative,Zaid,Sprinkler,River,Yes,North
7.82,12.26,1.06,3.31,16.65,45.71,1820.91,5.43,10.4,2.11,13.6,Sandy,Wheat,Vegetative,Kharif,Rainfed,Reservoir,No,East
5.14,55.31,1.18,2.19,38.16,50.31,1813.25,4.27,16.59,7.81,6.24,Sandy,Maize,Flowering,Kharif,Canal,Rainwater,No,Central
6.06,24.67,0.72,0.57,38.97,89.63,1170.76,4.99,14.57,13.85,38.82,Loamy,Wheat,Vegetative,Kharif,Drip,River,No,Central
6.8,41.89,1.42,2.72,28.32,30.33,1694.93,10.23,9.37,14.38,40.48,Sandy,Sugarcane,Sowing,Rabi,Rainfed,River,Yes,South
6.14,44.54,0.57,2.67,32.9,80.94,1403.09,7.01,9.92,12.44,16.74,Sandy,Maize,Flowering,Kharif,Rainfed,Rainwater,No,West
5.63,23.44,0.94,2.35,26.46,63.68,1086.26,10.24,9.89,6.31,18.41,Loamy,Wheat,Vegetative,Zaid,Drip,Reservoir,No,Central
7.91,24.63,0.67,1.12,41.63,29.79,1336.05,8.21,2.97,10.79,113.59,Silt,Rice,Vegetative,Rabi,Drip,Reservoir,Yes,West
5.14,42.87,1.15,0.31,12.75,58.47,2086.06,9.83,14.16,12.96,53.29,Silt,Potato,Flowering,Zaid,Rainfed,Rainwater,Yes,North
7.16,61.73,1.47,1.75,13.22,67.31,1874.16,4.85,18.53,10.84,18.82,Loamy,Maize,Sowing,Kharif,Canal,Reservoir,Yes,West
6.27,20.73,1.28,1.81,25.81,25.16,1431.88,9.71,6.48,3.61,100.94,Silt,Rice,Sowing,Zaid,Sprinkler,Groundwater,Yes,Central
6.93,12.88,0.63,1.72,23.72,28.39,703.65,8.48,19.97,8.99,52.24,Loamy,Cotton,Flowering,Zaid,Sprinkler,Groundwater,Yes,West
6.34,35.57,1.51,2.69,14.04,82.21,989.18,10.26,7.88,10.78,4.19,Loamy,Wheat,Vegetative,Rabi,Sprinkler,Groundwater,Yes,West
5.09,22.45,0.75,2.78,29.88,51.04,835.87,7.11,19.19,10.52,95.28,Clay,Rice,Harvest,Kharif,Rainfed,River,No,North
5.31,56.37,1.13,1.5,16.44,68.48,248.95,7.16,18.51,12.89,66.67,Clay,Maize,Vegetative,Kharif,Canal,River,Yes,West
7.37,25.22,0.88,1.46,13.07,69.35,1674.79,7.65,4.35,7.07,84.75,Sandy,Wheat,Sowing,Rabi,Drip,Rainwater,No,North
4.99,56.51,1.58,2.59,28.18,28.36,2484.05,4.84,16.71,3.92,109.87,Sandy,Potato,Harvest,Rabi,Canal,Groundwater,Yes,North
6.29,49.16,0.68,2.19,32.03,48.87,1205.35,4.05,15.83,9.25,115.84,Clay,Maize,Vegetative,Rabi,Rainfed,Rainwater,Yes,Central
5.46,24.42,0.31,0.31,31.67,27.68,799.21,4.12,6.37,0.31,97.64,Sandy,Wheat,Vegetative,Zaid,Canal,Reservoir,Yes,East
7.63,47.06,1.05,2.6,36.39,76.88,2108.3,9.9,4.07,0.43,111.63,Sandy,Cotton,Sowing,Rabi,Drip,River,No,West
7.2,37.3,0.58,1.92,18.56,37.66,2268.82,10.57,1.26,2.26,40.65,Clay,Cotton,Flowering,Zaid,Drip,River,No,West
7.9,28.46,0.91,2.76,25.46,40.35,1162.0,9.53,12.58,3.11,40.15,Clay,Cotton,Vegetative,Rabi,Canal,Reservoir,No,North
6.16,33.12,0.9,2.11,39.74,46.39,1347.07,4.15,19.66,7.35,59.62,Clay,Rice,Flowering,Kharif,Rainfed,Reservoir,No,South
4.83,14.12,0.57,2.36,19.87,85.47,1139.29,4.47,12.62,5.71,92.2,Loamy,Maize,Flowering,Zaid,Rainfed,Reservoir,Yes,West
6.05,48.27,1.57,1.09,38.23,57.97,785.6,6.05,11.03,2.21,110.05,Silt,Rice,Vegetative,Rabi,Canal,River,Yes,North
6.3,20.06,1.2,3.25,25.59,44.64,1455.74,10.35,7.27,2.47,31.34,Clay,Maize,Harvest,Zaid,Drip,Groundwater,Yes,West
6.45,33.33,0.67,0.82,15.23,36.16,2231.97,10.94,6.41,14.18,21.42,Loamy,Wheat,Flowering,Kharif,Sprinkler,River,Yes,Central
6.18,12.69,1.35,1.41,12.59,34.85,1527.61,8.04,9.52,2.63,31.94,Clay,Cotton,Harvest,Rabi,Canal,Groundwater,Yes,West
6.32,52.16,0.52,0.61,22.19,79.33,745.38,9.06,2.92,10.49,90.51,Silt,Maize,Sowing,Zaid,Drip,Groundwater,No,West
5.1,50.81,0.48,0.76,27.48,53.53,2462.63,8.94,13.52,0.55,112.23,Loamy,Rice,Vegetative,Zaid,Drip,Rainwater,No,South
5.57,46.9,1.58,3.02,27.98,36.91,657.48,10.09,2.86,12.2,5.62,Loamy,Sugarcane,Vegetative,Zaid,Rainfed,Groundwater,Yes,East
5.73,12.46,0.34,1.76,17.52,55.16,9.25,7.43,16.09,7.35,33.11,Sandy,Sugarcane,Vegetative,Kharif,Rainfed,Groundwater,Yes,South
6.52,54.16,0.49,0.45,20.64,92.27,2390.9,9.69,7.21,11.34,27.5,Clay,Wheat,Harvest,Rabi,Sprinkler,Groundwater,No,Central
6.63,59.04,1.13,2.81,32.94,48.24,1331.92,4.75,11.57,5.41,48.58,Loamy,Rice,Flowering,Rabi,Rainfed,River,No,West
6.31,29.03,0.85,1.21,17.28,44.01,1201.28,7.82,13.07,14.92,118.25,Clay,Rice,Sowing,Zaid,Canal,Rainwater,Yes,West
7.53,64.78,1.5,1.35,37.83,52.99,442.04,8.67,14.69,2.92,40.4,Sandy,Rice,Flowering,Rabi,Rainfed,Rainwater,Yes,East
5.47,59.8,0.92,2.0,18.07,72.91,1306.61,10.09,11.09,12.33,51.18,Silt,Maize,Vegetative,Rabi,Canal,River,No,South
5.94,32.74,1.47,0.73,20.6,89.09,2044.65,10.87,1.35,11.9,51.28,Sandy,Wheat,Flowering,Zaid,Drip,Reservoir,No,West
6.94,55.32,1.16,0.99,32.74,27.68,996.02,9.54,9.67,8.58,90.51,Sandy,Potato,Vegetative,Kharif,Rainfed,River,No,South
5.99,49.01,0.99,2.12,20.81,65.71,1740.84,9.51,15.71,1.92,17.8,Loamy,Maize,Sowing,Rabi,Sprinkler,Rainwater,Yes,North
7.7,57.47,0.49,2.76,39.41,78.9,910.63,7.2,18.59,13.28,9.73,Silt,Maize,Vegetative,Zaid,Canal,Rainwater,Yes,West
5.05,9.95,1.19,2.68,37.03,53.25,1344.41,4.49,9.85,2.56,107.71,Clay,Maize,Flowering,Kharif,Drip,River,No,Central
5.95,21.47,1.21,2.13,32.74,65.99,254.9,10.28,5.78,7.35,25.0,Clay,Potato,Vegetative,Zaid,Canal,River,No,East
5.13,64.7,0.63,2.46,32.45,40.78,1486.09,5.7,15.49,4.66,76.71,Silt,Potato,Flowering,Rabi,Sprinkler,River,Yes,West
6.51,47.57,1.41,2.6,18.52,35.2,1093.59,7.84,1.18,10.85,108.71,Silt,Rice,Sowing,Zaid,Rainfed,Reservoir,Yes,North
7.09,9.76,0.53,3.02,41.74,89.42,2213.03,10.87,6.27,13.28,87.26,Clay,Potato,Vegetative,Rabi,Canal,Reservoir,Yes,East
7.9,29.81,0.91,1.61,32.71,28.36,1629.18,6.82,14.63,11.04,68.18,Sandy,Wheat,Sowing,Kharif,Canal,Reservoir,Yes,Central
5.44,18.89,1.44,3.35,38.54,92.93,583.05,10.12,9.46,10.59,16.64,Clay,Rice,Sowing,Kharif,Rainfed,Groundwater,No,North
6.47,12.69,0.68,2.19,33.04,29.19,840.71,9.62,7.98,11.98,81.36,Loamy,Potato,Flowering,Rabi,Canal,River,No,East
6.07,36.92,0.81,1.81,15.1,31.58,1483.67,7.68,1.81,1.93,107.53,Clay,Cotton,Harvest,Kharif,Sprinkler,Reservoir,No,South
6.46,63.02,0.81,1.79,38.89,67.17,1656.35,7.87,1.51,7.47,106.51,Loamy,Sugarcane,Flowering,Kharif,Canal,Rainwater,Yes,North
5.03,11.83,0.77,2.27,31.77,68.91,1431.88,8.51,14.53,8.64,56.43,Loamy,Maize,Harvest,Zaid,Rainfed,River,No,South
7.17,60.61,1.53,3.22,21.05,52.99,638.59,8.61,7.42,13.77,33.1,Clay,Rice,Harvest,Rabi,Canal,Reservoir,No,East
7.05,23.1,1.21,1.95,38.73,85.0,2175.8,8.98,16.64,10.9,57.21,Sandy,Potato,Flowering,Rabi,Canal,Groundwater,Yes,South
7.9,48.46,0.79,2.16,13.9,49.03,1248.42,6.65,4.93,2.92,40.06,Silt,Sugarcane,Sowing,Rabi,Drip,Groundwater,Yes,South
4.94,63.1,0.58,0.14,25.92,60.81,1750.59,10.16,1.78,6.65,107.56,Loamy,Rice,Harvest,Rabi,Rainfed,Rainwater,Yes,North
6.27,59.14,0.45,0.95,23.65,51.06,1407.34,10.22,13.81,14.89,40.4,Silt,Cotton,Vegetative,Kharif,Rainfed,Groundwater,Yes,Central
7.82,47.74,1.22,3.36,33.55,36.22,1892.1,4.6,13.52,4.23,7.36,Sandy,Rice,Sowing,Kharif,Canal,Reservoir,Yes,South
5.4,58.2,0.63,0.11,12.24,55.2,2090.29,4.83,19.51,5.63,109.62,Clay,Cotton,Harvest,Kharif,Sprinkler,River,Yes,South
5.43,34.14,0.32,0.24,14.62,79.93,728.66,9.62,10.56,14.99,97.86,Loamy,Wheat,Sowing,Rabi,Drip,Groundwater,No,West
5.14,28.48,1.1,2.83,32.61,90.18,1093.56,5.67,9.7,9.5,81.07,Sandy,Rice,Harvest,Zaid,Drip,Rainwater,No,East
5.37,51.83,1.05,0.38,20.54,86.61,2159.88,10.5,7.84,11.24,107.53,Clay,Maize,Harvest,Rabi,Canal,River,No,North
6.12,47.93,0.43,0.5,16.09,47.46,1087.28,6.83,4.2,5.75,33.87,Clay,Wheat,Harvest,Zaid,Rainfed,Reservoir,Yes,West
7.63,42.56,0.37,0.37,23.38,69.4,1551.85,9.44,10.52,7.08,30.62,Loamy,Rice,Sowing,Zaid,Sprinkler,Groundwater,Yes,East
6.14,24.29,0.57,1.24,19.91,73.63,1803.24,4.31,13.53,0.74,53.42,Sandy,Rice,Harvest,Zaid,Drip,Groundwater,Yes,North
5.94,22.48,1.38,0.36,36.16,84.24,2178.54,5.88,12.5,5.14,74.14,Loamy,Potato,Vegetative,Rabi,Drip,Rainwater,Yes,West
6.54,26.56,0.54,2.43,33.16,28.76,1331.92,9.62,7.28,7.87,94.79,Sandy,Sugarcane,Flowering,Kharif,Rainfed,Rainwater,Yes,Central
5.85,8.08,0.8,1.5,29.99,93.26,2164.7,6.28,11.17,11.93,84.95,Clay,Rice,Harvest,Zaid,Rainfed,Groundwater,Yes,East
6.49,47.51,1.49,1.89,30.74,43.36,2156.8,5.92,12.71,3.4,46.11,Clay,Wheat,Flowering,Rabi,Rainfed,River,No,West
7.62,61.67,0.31,2.16,17.39,79.76,447.57,7.33,3.55,4.19,57.33,Sandy,Wheat,Harvest,Rabi,Drip,River,Yes,Central
5.05,51.9,0.33,2.02,34.3,32.99,1612.23,10.28,16.69,7.15,24.44,Silt,Maize,Harvest,Rabi,Drip,River,Yes,South
6.89,46.91,0.71,1.33,17.42,82.57,1214.25,5.49,5.18,8.91,66.98,Loamy,Potato,Harvest,Zaid,Rainfed,Rainwater,No,South
7.84,51.38,0.71,0.41,30.49,61.47,252.3,9.09,15.73,9.74,97.35,Loamy,Sugarcane,Sowing,Zaid,Drip,Groundwater,No,West
5.1,28.49,0.95,0.35,28.15,31.63,1432.21,9.53,2.95,0.95,37.77,Sandy,Cotton,Harvest,Zaid,Rainfed,River,Yes,East
7.55,25.4,1.52,1.71,27.36,79.83,1715.04,7.0,1.92,0.98,51.16,Sandy,Maize,Flowering,Zaid,Drip,Groundwater,No,East
6.51,23.18,1.24,2.93,13.33,68.46,825.22,6.46,8.79,13.02,47.89,Clay,Cotton,Sowing,Rabi,Drip,Reservoir,No,East
5.43,14.75,1.09,0.91,27.05,76.47,275.96,8.87,19.37,7.56,84.97,Sandy,Sugarcane,Vegetative,Kharif,Sprinkler,Reservoir,No,North
6.25,56.13,0.61,1.8,38.6,30.8,1248.42,8.36,5.36,4.09,10.04,Silt,Maize,Sowing,Rabi,Rainfed,River,Yes,West
7.83,52.79,0.73,1.52,35.17,61.08,1207.37,10.54,11.22,3.21,103.14,Sandy,Sugarcane,Sowing,Kharif,Drip,River,Yes,East
6.4,51.18,0.37,0.53,37.53,44.51,1352.87,5.85,7.02,2.0,30.82,Silt,Wheat,Flowering,Rabi,Sprinkler,Reservoir,Yes,South
7.66,9.89,1.27,3.12,21.82,39.27,647.29,7.93,10.78,2.63,90.94,Silt,Sugarcane,Harvest,Kharif,Drip,Groundwater,Yes,North
7.14,23.12,1.35,1.86,30.3,50.06,1812.84,6.93,0.9,2.06,48.67,Sandy,Rice,Vegetative,Kharif,Drip,River,Yes,East
6.44,12.6,1.5,1.35,15.98,79.49,1574.51,9.78,14.18,12.35,74.39,Loamy,Cotton,Flowering,Kharif,Drip,Groundwater,Yes,South
7.53,64.78,0.83,3.45,33.11,42.24,536.43,4.59,19.51,12.78,18.09,Sandy,Maize,Vegetative,Zaid,Canal,Groundwater,Yes,South
7.91,33.31,0.38,0.71,36.17,94.78,1326.15,8.65,19.37,0.55,114.61,Loamy,Maize,Sowing,Zaid,Drip,Rainwater,Yes,West
5.66,8.21,1.05,0.94,27.96,72.14,871.21,9.09,4.1,5.14,98.39,Sandy,Rice,Vegetative,Zaid,Canal,Groundwater,Yes,South
5.56,53.46,0.61,0.96,18.59,92.57,1502.22,4.6,4.24,2.96,114.05,Sandy,Wheat,Vegetative,Zaid,Sprinkler,Groundwater,Yes,West
7.24,55.31,1.26,0.54,38.75,64.01,1208.91,5.02,17.38,7.36,17.23,Sandy,Wheat,Flowering,Kharif,Rainfed,Rainwater,No,West
6.08,63.41,1.39,2.46,40.64,46.41,2175.11,8.04,1.64,13.68,36.95,Clay,Wheat,Sowing,Rabi,Rainfed,Rainwater,Yes,Central
7.49,9.69,1.38,2.39,21.36,58.99,1990.45,10.76,11.69,4.41,97.46,Clay,Rice,Vegetative,Rabi,Drip,Rainwater,No,East
7.88,41.63,0.85,1.25,19.7,62.44,474.99,6.93,16.14,4.25,0.08,Clay,Rice,Flowering,Zaid,Rainfed,River,No,South
7.96,10.59,0.49,1.71,36.16,65.01,1716.06,6.61,18.16,1.73,90.68,Sandy,Wheat,Flowering,Rabi,Sprinkler,River,No,South
6.49,44.8,0.67,3.28,25.02,64.8,1308.6,4.72,18.94,14.05,113.08,Silt,Rice,Sowing,Kharif,Canal,River,Yes,West
7.77,55.14,0.92,0.37,41.83,28.95,966.23,8.11,15.89,5.02,103.14,Sandy,Maize,Flowering,Zaid,Rainfed,River,Yes,Central
5.6,33.63,1.24,2.29,17.66,89.39,2499.58,7.77,10.67,14.3,74.38,Sandy,Sugarcane,Sowing,Kharif,Rainfed,Reservoir,No,South
6.86,59.83,1.16,0.62,38.97,43.8,779.94,7.63,4.9,12.73,41.04,Clay,Cotton,Sowing,Zaid,Drip,River,Yes,North
6.77,55.24,1.34,2.25,23.58,61.32,2175.12,9.0,19.19,14.86,38.21,Sandy,Rice,Flowering,Kharif,Rainfed,Rainwater,No,North
6.17,8.59,1.17,0.22,17.71,89.3,856.39,10.52,14.61,11.96,78.19,Sandy,Rice,Harvest,Kharif,Drip,Reservoir,Yes,West
7.37,32.46,1.27,2.34,12.74,66.42,1101.77,9.44,8.42,13.12,31.62,Loamy,Sugarcane,Flowering,Kharif,Drip,Reservoir,No,West
6.42,63.35,0.72,2.17,39.97,72.75,2385.26,9.78,11.5,7.66,26.27,Sandy,Rice,Flowering,Zaid,Rainfed,Rainwater,No,East
7.58,34.67,1.28,3.45,18.39,61.32,2434.03,6.44,5.88,4.43,111.08,Loamy,Cotton,Sowing,Rabi,Sprinkler,River,Yes,Central
6.2,48.99,1.39,0.98,38.58,30.11,814.4,4.11,5.16,8.71,40.65,Clay,Cotton,Harvest,Rabi,Canal,Reservoir,No,West
5.66,10.59,0.78,2.17,25.31,61.57,2.28,7.2,18.57,2.38,15.51,Sandy,Maize,Sowing,Kharif,Rainfed,Reservoir,No,East
6.3,8.62,1.22,1.94,27.86,88.15,2166.92,5.09,13.98,10.07,13.87,Loamy,Maize,Harvest,Zaid,Rainfed,Rainwater,No,West
7.27,9.19,1.2,1.79,28.64,48.6,2147.51,7.9,17.37,13.57,89.51,Sandy,Rice,Vegetative,Rabi,Sprinkler,Rainwater,No,South
5.73,64.78,1.25,1.39,29.51,67.41,1754.01,5.64,12.11,10.96,109.88,Silt,Cotton,Flowering,Zaid,Drip,Groundwater,No,West
7.97,56.02,0.33,2.76,28.56,60.21,2033.44,7.5,2.63,2.26,20.53,Silt,Rice,Harvest,Kharif,Canal,Groundwater,No,Central
5.7,39.96,1.38,2.07,17.43,45.87,1061.72,8.17,0.75,0.95,73.29,Silt,Cotton,Sowing,Rabi,Rainfed,River,No,East
6.25,29.77,0.48,1.5,28.79,78.32,2362.28,8.26,6.4,2.53,59.17,Sandy,Sugarcane,Sowing,Rabi,Rainfed,Rainwater,No,Central
7.97,63.93,0.52,1.75,28.59,45.9,851.48,6.56,11.32,9.28,18.33,Loamy,Potato,Sowing,Zaid,Sprinkler,Rainwater,Yes,West
7.97,55.02,1.28,0.75,28.89,75.88,740.72,4.35,18.99,10.48,91.72,Loamy,Cotton,Harvest,Kharif,Rainfed,River,Yes,North
7.5,48.62,0.71,1.41,20.03,53.49,1406.5,9.87,8.15,6.43,33.26,Sandy,Rice,Harvest,Kharif,Drip,Reservoir,Yes,South
5.27,43.79,0.78,0.25,13.34,31.83,1179.49,10.7,3.33,14.54,57.5,Loamy,Sugarcane,Harvest,Zaid,Rainfed,Rainwater,Yes,North
7.63,34.46,0.52,0.89,37.49,78.58,1577.54,10.21,18.32,12.77,83.4,Silt,Maize,Vegetative,Zaid,Drip,Groundwater,No,Central
7.8,13.19,1.14,2.37,26.88,73.97,575.66,8.33,4.6,10.75,61.37,Silt,Maize,Vegetative,Kharif,Canal,River,Yes,South
7.42,15.8,0.42,2.24,14.42,75.62,1881.21,7.76,17.79,6.04,12.98,Clay,Maize,Flowering,Zaid,Canal,Groundwater,Yes,South
6.49,21.01,1.39,3.09,20.12,32.56,856.19,5.01,11.21,6.05,72.5,Sandy,Sugarcane,Sowing,Rabi,Drip,River,Yes,West
7.43,29.7,0.44,2.36,18.11,81.69,1375.15,7.53,17.71,13.45,116.49,Loamy,Rice,Sowing,Zaid,Canal,Groundwater,Yes,South
7.78,35.32,0.76,1.8,15.22,46.06,605.7,4.55,13.62,3.14,110.52,Clay,Wheat,Harvest,Zaid,Drip,Groundwater,Yes,West
6.33,13.19,1.23,1.31,18.9,54.16,1696.12,7.49,0.63,2.92,57.37,Loamy,Rice,Flowering,Kharif,Sprinkler,Groundwater,Yes,North
7.76,15.15,1.36,2.79,14.71,80.47,1674.52,6.37,16.31,14.74,51.09,Silt,Rice,Harvest,Rabi,Drip,Reservoir,Yes,South
5.06,17.15,0.56,0.95,36.62,56.34,1748.03,9.01,19.83,13.22,45.76,Clay,Sugarcane,Vegetative,Kharif,Rainfed,Rainwater,Yes,West
6.61,11.63,1.35,0.61,15.36,31.69,1525.4,9.29,19.1,3.53,117.99,Silt,Maize,Vegetative,Kharif,Canal,Rainwater,No,South
5.45,10.16,1.4,1.45,23.7,82.14,2295.47,10.97,18.58,4.65,117.59,Loamy,Wheat,Harvest,Zaid,Rainfed,Reservoir,No,East
5.19,63.95,0.95,0.65,35.14,68.25,1031.38,9.96,16.54,13.01,108.2,Sandy,Sugarcane,Harvest,Zaid,Rainfed,River,No,East
5.42,57.37,0.73,0.79,16.62,90.81,1797.78,8.04,11.64,2.86,116.36,Loamy,Cotton,Vegetative,Zaid,Canal,Reservoir,No,East
6.1,57.47,1.04,0.63,27.5,57.24,715.71,8.66,8.96,6.31,112.87,Sandy,Wheat,Flowering,Zaid,Drip,Reservoir,No,North
